Chromosome,Bin,geneDensity
BhD1,19575001-19600000,0.48292
BhD1,19600001-19625000,0.72924
BhD1,19625001-19650000,0.85176
BhD1,19650001-19675000,0.45964
BhD1,19675001-19700000,0.63748
BhD1,19700001-19725000,0.56948
BhD1,19725001-19750000,0.63868
BhD1,19750001-19775000,0.29456
BhD1,19775001-19800000,0.50848
BhD1,19800001-19825000,0.24052
BhD1,19825001-19850000,0.22716
BhD1,19850001-19875000,0.365
BhD1,19875001-19900000,0.56604
BhD1,19900001-19925000,0.42876
BhD1,19925001-19950000,0.51348
BhD1,19950001-19975000,0.87092
BhD1,19975001-20000000,0.49452
BhD1,20000001-20025000,0.192
BhD1,20025001-20050000,0.09808
BhD1,20050001-20075000,0.47968
BhD1,20075001-20100000,0.474
BhD1,20100001-20125000,0.16232
BhD1,20125001-20150000,0.44188
BhD1,20150001-20175000,0.63188
BhD1,20175001-20200000,0.36564
BhD1,20200001-20225000,0.15524
BhD1,20225001-20250000,0.67284
BhD1,20250001-20275000,0.57488
BhD1,20275001-20300000,0.45292
BhD1,20300001-20325000,0.22532
BhD1,20325001-20350000,0.09248
BhD1,20350001-20375000,0.36264
BhD1,20375001-20400000,0.384
BhD1,20400001-20425000,0.6824
BhD1,20425001-20450000,0.52008
BhD1,20450001-20475000,0.78972
BhD1,20475001-20500000,0.44728
BhD1,20500001-20525000,0.10476
BhD1,20525001-20550000,0.64128
BhD1,20550001-20575000,0.77052
BhD1,20575001-20600000,0.45544
BhD1,20600001-20625000,0.49988
BhD1,20625001-20650000,0.67316
BhD1,20650001-20675000,0.5618
BhD1,20675001-20700000,0.67668
BhD1,20700001-20725000,0.6134
BhD1,20725001-20750000,0.16728
BhD1,20750001-20775000,0.56436
BhD1,20775001-20800000,0.37016
BhD1,20800001-20825000,0.09572
BhD1,20825001-20850000,0.19984
BhD1,20850001-20875000,0.35896
BhD1,20875001-20900000,0.37332
BhD1,20900001-20925000,0.73136
BhD1,20925001-20950000,0.57764
BhD1,20950001-20975000,0.64808
BhD1,20975001-21000000,0.51036
BhD1,21000001-21025000,0.68052
BhD1,21025001-21050000,0.44552
BhD1,21050001-21075000,0.1768
BhD1,21075001-21100000,0.22208
BhD1,21100001-21125000,0.50288
BhD1,21125001-21150000,0.64668
BhD1,21150001-21175000,0.70424
BhD1,21175001-21200000,0.1772
BhD1,21200001-21225000,0.2956
BhD1,21225001-21250000,0.49524
BhD1,21250001-21275000,0.5506
BhD1,21275001-21300000,0.436
BhD1,21300001-21325000,0.53448
BhD1,21325001-21350000,0.3006
BhD1,21350001-21375000,0.48112
BhD1,21375001-21400000,0.30368
BhD1,21400001-21425000,0.71388
BhD1,21425001-21450000,0.55012
BhD1,21450001-21475000,0.14736
BhD1,21475001-21500000,0.78172
BhD1,21500001-21525000,0.40968
BhD1,21525001-21550000,0.37068
BhD1,21550001-21575000,0.10344
BhD1,21575001-21600000,0.082
BhD1,21600001-21625000,0.226
BhD1,21625001-21650000,0.37608
BhD1,21650001-21675000,0.6346
BhD1,21675001-21700000,0.45276
BhD1,21700001-21725000,0.30468
BhD1,21725001-21750000,0.31592
BhD1,21750001-21775000,0.35732
BhD1,21775001-21800000,0.30148
BhD1,21800001-21825000,0.80828
BhD1,21825001-21850000,0.6102
BhD1,21850001-21875000,0.54064
BhD1,21875001-21900000,0.60516
BhD1,21900001-21925000,0.66484
BhD1,21925001-21950000,0.44636
BhD1,21950001-21975000,0.18944
BhD1,21975001-22000000,0.84444
BhD1,22000001-22025000,0.31696
BhD1,22025001-22050000,0.76516
BhD1,22050001-22075000,0.19744
BhD1,22075001-22100000,0.57912
BhD1,22100001-22125000,0.71004
BhD1,22125001-22150000,0.3908
BhD1,22150001-22175000,0.74608
BhD1,22175001-22200000,0.47048
BhD1,22200001-22225000,0.80676
BhD1,22225001-22250000,0.30456
BhD1,22250001-22275000,0.1114
BhD1,22275001-22300000,0.24256
BhD1,22300001-22325000,0.06232
BhD1,22325001-22350000,0.51756
BhD1,22350001-22375000,0.27644
BhD1,22375001-22400000,0
BhD1,22400001-22425000,0.32804
BhD1,22425001-22450000,0.21344
BhD1,22450001-22475000,0
BhD1,22475001-22500000,0.26468
BhD1,22500001-22525000,0.61056
BhD1,22525001-22550000,0.64864
BhD1,22550001-22575000,0.60728
BhD1,22575001-22600000,0.57504
BhD1,22600001-22625000,0.104
BhD1,22625001-22650000,0.11452
BhD1,22650001-22675000,0.01584
BhD1,22675001-22700000,0.1314
BhD1,22700001-22725000,0.27396
BhD1,22725001-22750000,0.24864
BhD1,22750001-22775000,0.31172
BhD1,22775001-22800000,0.54136
BhD1,22800001-22825000,0.53344
BhD1,22825001-22850000,0.56512
BhD1,22850001-22875000,0.33888
BhD1,22875001-22900000,0.41504
BhD1,22900001-22925000,0.30624
BhD1,22925001-22950000,0.53364
BhD1,22950001-22975000,0.16064
BhD1,22975001-23000000,0.29308
BhD1,23000001-23025000,0.67612
BhD1,23025001-23050000,0.40036
BhD1,23050001-23075000,0.54668
BhD1,23075001-23100000,0.23044
BhD1,23100001-23125000,0.09932
BhD1,23125001-23150000,0.39628
BhD1,23150001-23175000,0.59488
BhD1,23175001-23200000,0.7772
BhD1,23200001-23225000,0.2048
BhD1,23225001-23250000,0.1014
BhD1,23250001-23275000,0.71264
BhD1,23275001-23300000,0.29048
BhD1,23300001-23325000,0.42936
BhD1,23325001-23350000,0.4466
BhD1,23350001-23375000,0.5718
BhD1,23375001-23400000,0.15724
BhD1,23400001-23425000,0.10236
BhD1,23425001-23450000,0.117
BhD1,23450001-23475000,0.0326
BhD1,23475001-23500000,0.17728
BhD1,23500001-23525000,0.73452
BhD1,23525001-23550000,0.63108
BhD1,23550001-23575000,0.20608
BhD1,23575001-23600000,0.37032
BhD1,23600001-23625000,0.43348
BhD1,23625001-23650000,0.7016
BhD1,23650001-23675000,0.76588
BhD1,23675001-23700000,0.51196
BhD1,23700001-23725000,0.27236
BhD1,23725001-23750000,0.08188
BhD1,23750001-23775000,0.25576
BhD1,23775001-23800000,0.15616
BhD1,23800001-23825000,0.58712
BhD1,23825001-23850000,0.60304
BhD1,23850001-23875000,0.68536
BhD1,23875001-23900000,0.83128
BhD1,23900001-23925000,0.87628
BhD1,23925001-23950000,0.42352
BhD1,23950001-23975000,0.343
BhD1,23975001-24000000,0.65836
BhD1,24000001-24025000,0.25796
BhD1,24025001-24050000,0.54116
BhD1,24050001-24075000,0.27108
BhD1,24075001-24100000,0.10352
BhD1,24100001-24125000,0.0316
BhD1,24125001-24150000,0.2194
BhD1,24150001-24175000,0.74776
BhD1,24175001-24200000,0.42468
BhD1,24200001-24225000,0.268
BhD1,24225001-24250000,0.15596
BhD1,24250001-24275000,0.9564
BhD1,24275001-24300000,0.47876
BhD1,24300001-24325000,0.27288
BhD1,24325001-24350000,0.05848
BhD1,24350001-24375000,0.15932
BhD1,24375001-24400000,0.80608
BhD1,24400001-24425000,0.8684
BhD1,24425001-24450000,0.645
BhD1,24450001-24475000,0.822
BhD1,24475001-24500000,0.66828
BhD1,24500001-24525000,0.68388
BhD1,24525001-24550000,0.8352
BhD1,24550001-24575000,0.57184
BhD1,24575001-24600000,0.61468
BhD1,24600001-24625000,0.50424
BhD1,24625001-24650000,0.80452
BhD1,24650001-24675000,0.38056
BhD1,24675001-24700000,0.75152
BhD1,24700001-24725000,0.40108
BhD1,24725001-24750000,0.53428
BhD1,24750001-24775000,0.60204
BhD1,24775001-24800000,0.58484
BhD1,24800001-24825000,0.70944
BhD1,24825001-24850000,0.49436
BhD1,24850001-24875000,0.18128
BhD1,24875001-24900000,0.32756
BhD1,24900001-24925000,0.55248
BhD1,24925001-24950000,0.69908
BhD1,24950001-24975000,0.79268
BhD1,24975001-25000000,0.42972
BhD1,25000001-25025000,0.20452
BhD1,25025001-25050000,0.8278
BhD1,25050001-25075000,0.63212
BhD1,25075001-25100000,0.5054
BhD1,25100001-25125000,0.32908
BhD1,25125001-25150000,0.59868
BhD1,25150001-25175000,0.361
BhD1,25175001-25200000,0.53864
BhD1,25200001-25225000,0.55388
BhD1,25225001-25250000,0.34428
BhD1,25250001-25275000,0.54492
BhD1,25275001-25300000,0.49272
BhD1,25300001-25325000,0.30688
BhD1,25325001-25350000,0.656
BhD1,25350001-25375000,0.49748
BhD1,25375001-25400000,0.67744
BhD1,25400001-25425000,0.66744
BhD1,25425001-25450000,0.81748
BhD1,25450001-25475000,0.111
BhD1,25475001-25500000,0.58
BhD1,25500001-25525000,0.14284
BhD1,25525001-25550000,0.44484
BhD1,25550001-25575000,0.41432
BhD1,25575001-25600000,0.43728
BhD1,25600001-25625000,0.18692
BhD1,25625001-25650000,0.52308
BhD1,25650001-25675000,0.12856
BhD1,25675001-25700000,0.48772
BhD1,25700001-25725000,0.43856
BhD1,25725001-25750000,0.18892
BhD1,25750001-25775000,0.19724
BhD1,25775001-25800000,0.07024
BhD1,25800001-25825000,0.15536
BhD1,25825001-25850000,0.18048
BhD1,25850001-25875000,0.07676
BhD1,25875001-25900000,0.60852
BhD1,25900001-25925000,0.58912
BhD1,25925001-25950000,0.6486
BhD1,25950001-25975000,0.18244
BhD1,25975001-26000000,0.29716
BhD1,26000001-26025000,0.64148
BhD1,26025001-26050000,0.51144
BhD1,26050001-26075000,0.54072
BhD1,26075001-26100000,0.51476
BhD1,26100001-26125000,0.32828
BhD1,26125001-26150000,0.23072
BhD1,26150001-26175000,0.366
BhD1,26175001-26200000,0.48484
BhD1,26200001-26225000,0.478
BhD1,26225001-26250000,0.24772
BhD1,26250001-26275000,0.43452
BhD1,26275001-26300000,0.331
BhD1,26300001-26325000,0.71664
BhD1,26325001-26350000,0.30364
BhD1,26350001-26375000,0.63632
BhD1,26375001-26400000,0.58636
BhD1,26400001-26425000,0.45492
BhD1,26425001-26450000,0.33384
BhD1,26450001-26475000,0.02676
BhD1,26475001-26500000,0.4642
BhD1,26500001-26525000,0.27464
BhD1,26525001-26550000,0.39536
BhD1,26550001-26575000,0.35368
BhD1,26575001-26600000,0.66504
BhD1,26600001-26625000,0.68476
BhD1,26625001-26650000,0.26336
BhD1,26650001-26675000,0.29852
BhD1,26675001-26700000,0.47388
BhD1,26700001-26725000,0.37676
BhD1,26725001-26750000,0.299
BhD1,26750001-26775000,0.66312
BhD1,26775001-26800000,0.348
BhD1,26800001-26825000,0.47096
BhD1,26825001-26850000,0.23152
BhD1,26850001-26875000,0.7098
BhD1,26875001-26900000,0.29496
BhD1,26900001-26925000,0.35936
BhD1,26925001-26950000,0.50932
BhD1,26950001-26975000,0.3566
BhD1,26975001-27000000,0.54848
BhD1,27000001-27025000,0.78136
BhD1,27025001-27050000,0.23924
BhD1,27050001-27075000,0.21532
BhD1,27075001-27100000,0.20864
BhD1,27100001-27125000,0.42556
BhD1,27125001-27150000,0.84496
BhD1,27150001-27175000,0.58392
BhD1,27175001-27200000,0.33704
BhD1,27200001-27225000,0.32876
BhD1,27225001-27250000,0.51568
BhD1,27250001-27275000,0.19956
BhD1,27275001-27300000,0.44616
BhD1,27300001-27325000,0.3332
BhD1,27325001-27350000,0.56952
BhD1,27350001-27375000,0.86924
BhD1,27375001-27400000,0.33324
BhD1,27400001-27425000,0.4232
BhD1,27425001-27450000,0.68948
BhD1,27450001-27475000,0.22984
BhD1,27475001-27500000,0.26128
BhD1,27500001-27525000,0.26648
BhD1,27525001-27550000,0.42496
BhD1,27550001-27575000,0.30568
BhD1,27575001-27600000,0.42348
BhD1,27600001-27625000,0.5796
BhD1,27625001-27650000,0.78452
BhD1,27650001-27675000,0.19184
BhD1,27675001-27700000,0.14284
BhD1,27700001-27725000,0.2582
BhD1,27725001-27750000,0.02132
BhD1,27750001-27775000,0.45592
BhD1,27775001-27800000,0.42348
BhD1,27800001-27825000,0.02964
BhD1,27825001-27850000,0.239
BhD1,27850001-27875000,0
BhD1,27875001-27900000,0.3438
BhD1,27900001-27925000,0.27664
BhD1,27925001-27950000,0.14988
BhD1,27950001-27975000,0
BhD1,27975001-28000000,0
BhD1,28000001-28025000,0.38988
BhD1,28025001-28050000,0.14388
BhD1,28050001-28075000,0.43016
BhD1,28075001-28100000,0.12416
BhD1,28100001-28125000,0.35568
BhD1,28125001-28150000,0.4358
BhD1,28150001-28175000,0.8022
BhD1,28175001-28200000,0.58296
BhD1,28200001-28225000,0.2846
BhD1,28225001-28250000,0.80628
BhD1,28250001-28275000,0.35008
BhD1,28275001-28300000,0.36764
BhD1,28300001-28325000,0.57836
BhD1,28325001-28350000,0.89268
BhD1,28350001-28375000,0.6838
BhD1,28375001-28400000,0.52332
BhD1,28400001-28425000,0.73984
BhD1,28425001-28450000,0.50552
BhD1,28450001-28475000,0.2674
BhD1,28475001-28500000,0.02972
BhD1,28500001-28525000,0.37788
BhD1,28525001-28550000,0.30504
BhD1,28550001-28575000,0.70424
BhD1,28575001-28600000,0.44576
BhD1,28600001-28625000,0.10764
BhD1,28625001-28650000,0.5364
BhD1,28650001-28675000,0.32528
BhD1,28675001-28700000,0.28292
BhD1,28700001-28725000,0.20828
BhD1,28725001-28750000,0.57752
BhD1,28750001-28775000,0.47224
BhD1,28775001-28800000,0.20204
BhD1,28800001-28825000,0.12944
BhD1,28825001-28850000,0.2632
BhD1,28850001-28875000,0.04776
BhD1,28875001-28900000,0.03876
BhD1,28900001-28925000,0.01392
BhD1,28925001-28950000,0.64176
BhD1,28950001-28975000,0.26108
BhD1,28975001-29000000,0.57428
BhD1,29000001-29025000,0.7436
BhD1,29025001-29050000,0.74472
BhD1,29050001-29075000,0.84472
BhD1,29075001-29100000,0.39584
BhD1,29100001-29125000,0.16704
BhD1,29125001-29150000,0.56424
BhD1,29150001-29175000,0.4332
BhD1,29175001-29200000,0.60992
BhD1,29200001-29225000,0.57516
BhD1,29225001-29250000,0.48312
BhD1,29250001-29275000,0.2116
BhD1,29275001-29300000,0.18824
BhD1,29300001-29325000,0.54216
BhD1,29325001-29350000,0.51472
BhD1,29350001-29375000,0.46568
BhD1,29375001-29400000,0.23712
BhD1,29400001-29425000,0.45568
BhD1,29425001-29450000,0
BhD1,29450001-29475000,0.2666
BhD1,29475001-29500000,0.31564
BhD1,29500001-29525000,0.59424
BhD1,29525001-29550000,0.44948
BhD1,29550001-29575000,0.7826
BhD1,29575001-29600000,0.61
BhD1,29600001-29625000,0.02376
BhD1,29625001-29650000,0.291
BhD1,29650001-29675000,0.16428
BhD1,29675001-29700000,0.38436
BhD1,29700001-29725000,0.51468
BhD1,29725001-29750000,0.72144
BhD1,29750001-29775000,0.42844
BhD1,29775001-29800000,0.47112
BhD1,29800001-29825000,0.40968
BhD1,29825001-29850000,0.39056
BhD1,29850001-29875000,0.2638
BhD1,29875001-29900000,0.45488
BhD1,29900001-29925000,0.42716
BhD1,29925001-29950000,0.37308
BhD1,29950001-29975000,0
BhD1,29975001-30000000,0.18724
BhD1,30000001-30025000,0.52972
BhD1,30025001-30050000,0.39196
BhD1,30050001-30075000,0.31804
BhD1,30075001-30100000,0.23696
BhD1,30100001-30125000,0.44684
BhD1,30125001-30150000,0.53944
BhD1,30150001-30175000,0.5658
BhD1,30175001-30200000,0.65736
BhD1,30200001-30225000,0.223
BhD1,30225001-30250000,0.33168
BhD1,30250001-30275000,0.27876
BhD1,30275001-30300000,0.41292
BhD1,30300001-30325000,0
BhD1,30325001-30350000,0.23876
BhD1,30350001-30375000,0.32308
BhD1,30375001-30400000,0.41236
BhD1,30400001-30425000,0.51604
BhD1,30425001-30450000,0
BhD1,30450001-30475000,0.34904
BhD1,30475001-30500000,0.48536
BhD1,30500001-30525000,0.14808
BhD1,30525001-30550000,0.20116
BhD1,30550001-30575000,0.45064
BhD1,30575001-30600000,0.14996
BhD1,30600001-30625000,0.56148
BhD1,30625001-30650000,0.69284
BhD1,30650001-30675000,0.39428
BhD1,30675001-30700000,0.14592
BhD1,30700001-30725000,0.19052
BhD1,30725001-30750000,0.36956
BhD1,30750001-30775000,0.80516
BhD1,30775001-30800000,0.55868
BhD1,30800001-30825000,0.6318
BhD1,30825001-30850000,0.23408
BhD1,30850001-30875000,0.13684
BhD1,30875001-30900000,0.2088
BhD1,30900001-30925000,0.4608
BhD1,30925001-30950000,0.53628
BhD1,30950001-30975000,0.73672
BhD1,30975001-31000000,0.41188
BhD1,31000001-31025000,0.84544
BhD1,31025001-31050000,0.41692
BhD1,31050001-31075000,0
BhD1,31075001-31100000,0.12952
BhD1,31100001-31125000,0.08508
BhD1,31125001-31150000,0
BhD1,31150001-31175000,0.07232
BhD1,31175001-31200000,0.66096
BhD1,31200001-31225000,0.431
BhD1,31225001-31250000,0.23656
BhD1,31250001-31275000,0.54888
BhD1,31275001-31300000,0.63
BhD1,31300001-31325000,0.35048
BhD1,31325001-31350000,0.61628
BhD1,31350001-31375000,0.444
BhD1,31375001-31400000,0.401
BhD1,31400001-31425000,0.64376
BhD1,31425001-31450000,0.30352
BhD1,31450001-31475000,0.03628
BhD1,31475001-31500000,0.62148
BhD1,31500001-31525000,0.4666
BhD1,31525001-31550000,0.39816
BhD1,31550001-31575000,0.59084
BhD1,31575001-31600000,0.46216
BhD1,31600001-31625000,0.4516
BhD1,31625001-31650000,0.31316
BhD1,31650001-31675000,0.2658
BhD1,31675001-31700000,0.49016
BhD1,31700001-31725000,0.48668
BhD1,31725001-31750000,0.16512
BhD1,31750001-31775000,0.1654
BhD1,31775001-31800000,0.03588
BhD1,31800001-31825000,0.43368
BhD1,31825001-31850000,0.37908
BhD1,31850001-31875000,0.02784
BhD1,31875001-31900000,0.28712
BhD1,31900001-31925000,0.1548
BhD1,31925001-31950000,0.578
BhD1,31950001-31975000,0.37456
BhD1,31975001-32000000,0.41736
BhD1,32000001-32025000,0.24876
BhD1,32025001-32050000,0.80052
BhD1,32050001-32075000,0.25288
BhD1,32075001-32100000,0.033
BhD1,32100001-32125000,0
BhD1,32125001-32150000,0.19068
BhD1,32150001-32175000,0.58604
BhD1,32175001-32200000,0.17276
BhD1,32200001-32225000,0.3738
BhD1,32225001-32250000,0.69036
BhD1,32250001-32275000,0.14728
BhD1,32275001-32300000,0.40804
BhD1,32300001-32325000,0.67328
BhD1,32325001-32350000,0.32896
BhD1,32350001-32375000,0.35264
BhD1,32375001-32400000,0.41032
BhD1,32400001-32425000,0.5734
BhD1,32425001-32450000,0.44852
BhD1,32450001-32475000,0.2436
BhD1,32475001-32500000,0.3702
BhD1,32500001-32525000,0.14312
BhD1,32525001-32550000,0.50584
BhD1,32550001-32575000,0.0974
BhD1,32575001-32600000,0.26072
BhD1,32600001-32625000,0.63228
BhD1,32625001-32650000,0.89624
BhD1,32650001-32675000,0.26512
BhD1,32675001-32700000,0.26088
BhD1,32700001-32725000,0.25884
BhD1,32725001-32750000,0.4776
BhD1,32750001-32775000,0.13964
BhD1,32775001-32800000,0.47592
BhD1,32800001-32825000,0.20852
BhD1,32825001-32850000,0.08204
BhD1,32850001-32875000,0.50276
BhD1,32875001-32900000,0.26892
BhD1,32900001-32925000,0.66216
BhD1,32925001-32950000,0.41388
BhD1,32950001-32975000,0.25648
BhD1,32975001-33000000,0.21704
BhD1,33000001-33025000,0.45072
BhD1,33025001-33050000,0.32076
BhD1,33050001-33075000,0.72684
BhD1,33075001-33100000,0.70704
BhD1,33100001-33125000,0.10024
BhD1,33125001-33150000,0.3084
BhD1,33150001-33175000,0.15248
BhD1,33175001-33200000,0.31256
BhD1,33200001-33225000,0.16076
BhD1,33225001-33250000,0.29248
BhD1,33250001-33275000,0.64796
BhD1,33275001-33300000,0.19008
BhD1,33300001-33325000,0.28
BhD1,33325001-33350000,0.38784
BhD1,33350001-33375000,0.56176
BhD1,33375001-33400000,0.31608
BhD1,33400001-33425000,0.20888
BhD1,33425001-33450000,0.60896
BhD1,33450001-33475000,0.45612
BhD1,33475001-33500000,0.5574
BhD1,33500001-33525000,0.33996
BhD1,33525001-33550000,0
BhD1,33550001-33575000,0.08824
BhD1,33575001-33600000,0.37392
BhD1,33600001-33625000,0.23892
BhD1,33625001-33650000,0.07004
BhD1,33650001-33675000,0.21232
BhD1,33675001-33700000,0.21088
BhD1,33700001-33725000,0.21392
BhD1,33725001-33750000,0.44016
BhD1,33750001-33775000,0.49452
BhD1,33775001-33800000,0.49812
BhD1,33800001-33825000,0.36676
BhD1,33825001-33850000,0.19388
BhD1,33850001-33875000,0.52328
BhD1,33875001-33900000,0.34808
BhD1,33900001-33925000,0.03552
BhD1,33925001-33950000,0.01788
BhD1,33950001-33975000,0.11076
BhD1,33975001-34000000,0.2356
BhD1,34000001-34025000,0.12036
BhD1,34025001-34050000,0.01476
BhD1,34050001-34075000,0.39144
BhD1,34075001-34100000,0.3044
BhD1,34100001-34125000,0.23064
BhD1,34125001-34150000,0.116
BhD1,34150001-34175000,0.67464
BhD1,34175001-34200000,0.43208
BhD1,34200001-34225000,0.04936
BhD1,34225001-34250000,0
BhD1,34250001-34275000,0
BhD1,34275001-34300000,0.11788
BhD1,34300001-34325000,0.2494
BhD1,34325001-34350000,0.45332
BhD1,34350001-34375000,0.53156
BhD1,34375001-34400000,0.16588
BhD1,34400001-34425000,0.09368
BhD1,34425001-34450000,0
BhD1,34450001-34475000,0.08324
BhD1,34475001-34500000,0.02276
BhD1,34500001-34525000,0
BhD1,34525001-34550000,0.35072
BhD1,34550001-34575000,0.13024
BhD1,34575001-34600000,0.53428
BhD1,34600001-34625000,0.77456
BhD1,34625001-34650000,0.3646
BhD1,34650001-34675000,0.27856
BhD1,34675001-34700000,0.323
BhD1,34700001-34725000,0.56772
BhD1,34725001-34750000,0.34256
BhD1,34750001-34775000,0.0692
BhD1,34775001-34800000,0
BhD1,34800001-34825000,0.08624
BhD1,34825001-34850000,0
BhD1,34850001-34875000,0.49548
BhD1,34875001-34900000,0.21132
BhD1,34900001-34925000,0.073
BhD1,34925001-34950000,0.24164
BhD1,34950001-34975000,0.20052
BhD1,34975001-35000000,0.01008
BhD1,35000001-35025000,0.08428
BhD1,35025001-35050000,0
BhD1,35050001-35075000,0.10468
BhD1,35075001-35100000,0.05176
BhD1,35100001-35125000,0.36068
BhD1,35125001-35150000,0.2712
BhD1,35150001-35175000,0.2648
BhD1,35175001-35200000,0.37492
BhD1,35200001-35225000,0.50696
BhD1,35225001-35250000,0.33124
BhD1,35250001-35275000,0
BhD1,35275001-35300000,0.09824
BhD1,35300001-35325000,0.09952
BhD1,35325001-35350000,0.24888
BhD1,35350001-35375000,0.71476
BhD1,35375001-35400000,0.15852
BhD1,35400001-35425000,0.22864
BhD1,35425001-35450000,0.24364
BhD1,35450001-35475000,0.36668
BhD1,35475001-35500000,0.6604
BhD1,35500001-35525000,0.35828
BhD1,35525001-35550000,0.21556
BhD1,35550001-35575000,0.60992
BhD1,35575001-35600000,1
BhD1,35600001-35625000,0.33192
BhD1,35625001-35650000,0.08416
BhD1,35650001-35675000,0.02172
BhD1,35675001-35700000,0
BhD1,35700001-35725000,0
BhD1,35725001-35750000,0.40512
BhD1,35750001-35775000,0
BhD1,35775001-35800000,0
BhD1,35800001-35825000,0
BhD1,35825001-35850000,0
BhD1,35850001-35875000,0.09944
BhD1,35875001-35900000,0
BhD1,35900001-35925000,0
BhD1,35925001-35950000,0
BhD1,35950001-35975000,0
BhD1,35975001-36000000,0.05624
BhD1,36000001-36025000,0.31512
BhD1,36025001-36050000,0.32968
BhD1,36050001-36075000,0
BhD1,36075001-36100000,0
BhD1,36100001-36125000,0.06952
BhD1,36125001-36150000,0
BhD1,36150001-36175000,0
BhD1,36175001-36200000,0
BhD1,36200001-36225000,0.0322
BhD1,36225001-36250000,0.14776
BhD1,36250001-36275000,0.02156
BhD1,36275001-36300000,0
BhD1,36300001-36325000,0
BhD1,36325001-36350000,0
BhD1,36350001-36375000,0.01776
BhD1,36375001-36400000,0
BhD1,36400001-36425000,0.06384
BhD1,36425001-36450000,0.01884
BhD1,36450001-36475000,0
BhD1,36475001-36500000,0
BhD1,36500001-36525000,0.0426
BhD1,36525001-36550000,0.26452
BhD1,36550001-36575000,0.24284
BhD1,36575001-36600000,0
BhD1,36600001-36625000,0
BhD1,36625001-36650000,0
BhD1,36650001-36675000,0.16772
BhD1,36675001-36700000,0
BhD1,36700001-36725000,0
BhD1,36725001-36750000,0
BhD1,36750001-36775000,0.357
BhD1,36775001-36800000,0.13792
BhD1,36800001-36825000,0.22604
BhD1,36825001-36850000,0.13284
BhD1,36850001-36875000,0
BhD1,36875001-36900000,0.316
BhD1,36900001-36925000,0.30532
BhD1,36925001-36950000,0
BhD1,36950001-36975000,0.09816
BhD1,36975001-37000000,0.1054
BhD1,37000001-37025000,0
BhD1,37025001-37050000,0.1218
BhD1,37050001-37075000,0
BhD1,37075001-37100000,0.35608
BhD1,37100001-37125000,0.57716
BhD1,37125001-37150000,0.89056
BhD1,37150001-37175000,0.58076
BhD1,37175001-37200000,0.02668
BhD1,37200001-37225000,0
BhD1,37225001-37250000,0.30124
BhD1,37250001-37275000,0.39328
BhD1,37275001-37300000,0.1288
BhD1,37300001-37325000,0.41524
BhD1,37325001-37350000,0.6776
BhD1,37350001-37375000,0.63288
BhD1,37375001-37400000,0.2118
BhD1,37400001-37425000,0.72716
BhD1,37425001-37450000,0.92684
BhD1,37450001-37475000,0.33036
BhD1,37475001-37500000,0.41652
BhD1,37500001-37525000,0.62372
BhD1,37525001-37550000,0.89912
BhD1,37550001-37575000,0.46
BhD1,37575001-37600000,0.28728
BhD1,37600001-37625000,0.02868
BhD1,37625001-37650000,0
